"fecha_def","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
2020-03-03,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,3,3,1,2,0,1,1,0,1,1,0,0,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-03-31,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,2,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,2,2,2,0,0,2,2,0,2,2,0,0,2,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2020-04-06,2,2,1,1,0,1,1,0,1,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-07,1,1,1,0,0,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-08,3,3,1,2,0,1,1,0,1,1,0,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-09,2,2,1,1,0,1,0,1,1,0,1,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-10,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,3,3,1,2,0,1,1,0,1,1,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-12,4,4,3,1,0,3,3,0,3,3,0,0,3,5,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
2020-04-13,3,2,0,2,0,1,0,1,1,0,1,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-04-14,2,2,1,1,0,1,0,1,1,0,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-04-15,3,3,3,0,0,3,1,2,3,1,2,0,3,6,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
2020-04-16,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,2,2,1,1,0,1,1,0,1,1,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-18,3,2,0,2,0,1,0,1,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-19,7,7,2,5,0,2,1,1,2,1,1,0,2,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2020-04-20,6,5,3,2,0,4,3,1,4,3,1,0,4,9,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
2020-04-21,3,3,3,0,0,3,1,2,3,1,2,0,3,6,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
2020-04-22,6,5,3,2,1,3,2,1,3,2,1,0,3,9,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
2020-04-23,2,2,1,1,0,1,1,0,1,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-24,2,2,1,1,0,1,1,0,1,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-04-25,3,3,1,2,0,1,0,1,1,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-04-27,5,4,4,0,0,5,3,2,5,3,2,0,5,9,7,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2020-04-28,4,3,1,2,0,2,1,1,2,1,1,0,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2020-04-29,4,4,3,1,0,3,0,3,3,0,3,0,3,6,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2020-04-30,3,3,1,2,0,1,1,0,1,1,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-05-01,3,1,1,0,0,2,1,1,2,1,1,0,2,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2020-05-02,5,5,3,2,0,3,2,1,3,2,1,0,3,7,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2020-05-03,2,2,1,1,0,1,0,1,1,0,1,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-05-04,5,5,2,3,0,2,1,1,2,1,1,0,2,7,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2020-05-06,3,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,5,5,3,2,0,3,2,1,3,2,1,0,3,7,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
2020-05-08,5,5,2,3,0,2,1,1,2,1,1,0,2,5,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2020-05-09,5,4,2,2,0,3,1,2,3,1,2,0,3,6,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2020-05-10,5,5,4,1,0,4,2,2,4,2,2,0,4,8,5,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
2020-05-11,7,7,4,3,0,4,2,2,4,2,2,0,4,10,6,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
2020-05-12,2,2,1,1,0,1,1,0,1,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-05-13,11,11,4,7,0,4,2,2,4,2,2,0,4,15,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2020-05-14,7,7,7,0,0,7,2,5,7,2,5,0,7,12,11,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2
2020-05-15,8,8,5,3,0,5,1,4,5,1,4,0,5,9,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2
2020-05-16,9,9,7,2,0,7,3,4,7,3,4,0,7,13,8,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4
2020-05-17,15,13,10,3,0,12,6,6,12,6,6,0,12,22,15,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9
2020-05-18,12,10,7,3,0,9,4,5,9,4,5,0,9,19,15,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5
2020-05-19,12,12,10,2,0,10,3,7,10,3,7,0,10,19,14,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4
2020-05-20,15,13,10,3,1,11,5,6,11,5,6,0,11,20,16,1,7,7,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8
2020-05-21,9,7,4,3,1,5,4,1,5,4,1,0,5,14,6,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3
2020-05-22,16,10,9,1,0,15,4,11,15,4,11,0,15,29,24,2,10,10,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8
2020-05-23,20,17,15,2,0,18,6,12,18,6,12,0,18,33,29,5,9,9,5,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,4,4,13,13
2020-05-24,18,13,11,2,1,15,1,14,15,1,14,0,15,31,21,1,9,9,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,9,9
2020-05-25,24,19,17,2,0,22,9,13,22,9,13,0,22,42,29,2,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11
2020-05-26,25,18,17,1,1,23,7,16,23,7,16,0,23,41,34,4,13,13,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,10,10
2020-05-27,26,16,13,3,1,22,7,15,22,7,15,0,22,43,28,0,18,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,14
2020-05-28,19,14,14,0,0,18,4,14,18,4,14,0,18,31,28,2,10,10,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,12
2020-05-29,30,25,24,1,0,29,11,18,29,11,18,0,29,51,38,3,13,13,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,20
2020-05-30,23,19,18,1,0,22,10,12,22,10,12,0,22,41,30,1,10,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,13
2020-05-31,22,15,13,2,1,19,6,13,19,6,13,0,19,35,26,2,14,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,13
2020-06-01,29,23,23,0,1,28,11,17,28,11,17,0,28,52,35,4,17,17,9,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13,13
2020-06-02,24,15,13,2,1,21,6,15,21,6,15,0,21,40,32,3,16,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,11
2020-06-03,29,19,16,3,2,23,9,14,23,9,14,0,23,43,29,0,17,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,14,14
2020-06-04,36,30,26,4,1,30,13,17,30,13,17,0,30,59,42,3,14,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17,17
2020-06-05,45,38,35,3,0,42,16,26,42,16,26,0,42,80,54,4,19,19,18,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,26,26
2020-06-06,34,30,26,4,2,28,10,18,28,10,18,0,28,56,37,5,12,12,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,14,14,13,13
2020-06-07,38,31,23,8,0,29,14,15,29,14,15,0,29,59,40,3,16,16,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24,24
2020-06-08,45,35,30,5,0,40,15,25,40,15,25,0,40,73,48,2,26,26,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,25,25
2020-06-09,36,24,24,0,0,36,13,23,36,13,23,0,36,64,48,4,25,25,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,21,21
2020-06-10,58,44,35,9,0,48,23,25,48,23,25,0,48,94,58,3,32,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,33,33
2020-06-11,47,37,33,4,0,42,17,25,42,17,25,0,42,75,53,5,19,19,19,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,12,30,30
2020-06-12,58,48,37,11,2,45,22,23,45,22,23,0,45,90,57,5,26,26,16,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,16,16,29,29
2020-06-13,44,34,29,5,2,37,13,24,37,13,24,0,37,66,45,4,22,22,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,21,21
2020-06-14,49,40,32,8,0,40,14,26,40,14,26,0,40,84,59,4,29,29,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,25,25
2020-06-15,63,52,42,10,1,50,15,35,50,15,35,0,50,94,64,4,28,28,20,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,24,25,25
2020-06-16,55,52,45,7,0,48,19,29,48,19,29,0,48,85,65,3,28,28,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28,28
2020-06-17,47,42,35,7,0,40,13,27,40,13,27,0,40,76,50,1,25,25,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,28,28
2020-06-18,54,46,43,3,2,48,19,29,48,19,29,0,48,97,65,4,30,30,14,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,33,33
2020-06-19,45,39,31,8,2,35,20,15,35,20,15,0,35,66,47,0,24,24,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,21,21
2020-06-20,62,46,40,6,1,55,21,34,55,21,34,0,55,103,71,8,32,32,17,0,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,18,18,35,35
2020-06-21,41,34,28,6,1,33,15,18,33,15,18,0,33,62,48,5,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,22
2020-06-22,59,52,41,11,2,46,15,31,46,15,31,0,46,85,60,5,29,29,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,33,33
2020-06-23,73,62,56,6,4,62,28,34,62,28,34,0,62,112,79,5,39,39,18,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,18,18,43,43
2020-06-24,68,60,52,8,0,60,21,39,60,21,39,0,60,111,82,6,37,37,17,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22,22,36,36
2020-06-25,61,51,47,4,1,56,24,32,56,24,32,0,56,98,71,2,35,35,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,32,32
2020-06-26,57,48,43,5,1,51,16,35,51,16,35,0,51,96,63,1,26,26,19,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34,34
2020-06-27,52,44,39,5,2,45,21,24,45,21,24,0,45,78,56,1,23,23,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,14,29,29
2020-06-28,68,54,47,7,3,57,24,33,57,24,33,0,57,107,71,3,41,41,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,23,33,33
2020-06-29,65,57,49,8,1,56,22,34,56,22,34,0,56,108,71,3,32,32,19,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,17,17,38,38
2020-06-30,51,43,40,3,1,47,24,23,47,24,23,0,47,90,62,3,26,26,19,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,15,15,31,31
2020-07-01,55,48,44,4,1,50,24,26,50,24,26,0,50,92,73,2,26,26,17,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,39,39
2020-07-02,56,46,43,3,2,51,20,31,51,20,31,0,51,92,60,2,35,35,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,21,27,27
2020-07-03,54,44,42,2,1,51,19,32,51,19,32,0,51,91,67,2,35,35,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,22,29,29
2020-07-04,66,52,45,7,3,56,29,27,56,29,27,0,56,105,62,5,31,31,22,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,45,45
2020-07-05,57,48,42,6,1,50,21,29,50,21,29,0,50,89,62,1,36,36,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,31,31
2020-07-06,61,55,48,7,2,52,21,31,52,21,31,0,52,96,68,1,31,31,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,35,35
2020-07-07,59,45,42,3,3,52,17,35,52,17,35,0,52,95,65,3,39,39,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,17,34,34
