"municipio_res","CVE_MUN","NOM_MUN","sector","grupoedad","sexo","fecha_ingreso","tipo_paciente","observaciones","confirmados","decesos","pruebas","confirmados_lab","descartados_lab","sospechosos","hospitalizados","uci","neumonia","intubado","ambulatorios","activos","hospitalizados_obs"
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-07-20,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-07-26,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-11,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-12,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-15,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-06,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-07,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,1,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-10,"Ambulatorio",5,4,0,5,4,1,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-11,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-12,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-13,"Ambulatorio",5,5,0,5,5,0,0,0,0,0,0,5,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-14,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-15,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-16,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-17,"Ambulatorio",4,4,0,4,4,0,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-18,"Ambulatorio",5,5,0,5,5,0,0,0,0,0,0,5,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-19,"Ambulatorio",8,7,0,8,7,1,0,0,0,0,0,7,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-20,"Ambulatorio",5,5,0,5,5,0,0,0,0,0,0,5,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-21,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-24,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-25,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-26,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-28,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-29,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-01,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-04,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-14,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-21,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-25,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-22,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-28,"Ambulatorio",3,2,0,3,2,1,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-29,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-03,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-04,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-07,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-10,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-11,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-12,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-14,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-16,"Ambulatorio",1,0,0,1,0,1,0,0,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-18,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-22,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-25,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-29,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-02,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-03,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-07,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-09,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,1,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-11,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-18,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-05,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-06,"Ambulatorio",4,0,0,4,0,4,0,0,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-06,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-07,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-08,"Hospitalizado",1,1,1,1,1,0,0,1,0,2,1,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-09,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-10,"Ambulatorio",4,1,0,4,1,3,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-10,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-11,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-12,"Ambulatorio",6,5,0,6,5,1,0,0,0,0,0,5,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-13,"Ambulatorio",4,3,0,4,3,1,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-14,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-15,"Ambulatorio",3,0,0,3,0,3,0,0,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-16,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-17,"Ambulatorio",5,4,0,5,4,1,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-18,"Ambulatorio",14,14,0,14,14,0,0,0,0,0,0,14,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-18,"Hospitalizado",1,1,0,1,1,0,0,1,0,2,1,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-19,"Ambulatorio",11,11,0,11,11,0,0,0,0,0,0,11,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-20,"Ambulatorio",4,4,0,4,4,0,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-21,"Ambulatorio",6,6,0,6,6,0,0,0,0,0,0,6,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-23,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-24,"Ambulatorio",6,6,0,6,6,0,0,0,0,0,0,6,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-25,"Ambulatorio",4,4,0,4,4,0,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-26,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-27,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-28,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-31,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-01,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-02,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-04,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-09,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-11,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-12,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-14,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-15,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-17,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-26,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-08,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-14,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-14,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-22,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-04-22,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-05-26,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-23,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-27,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-30,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-01,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-06,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-07,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-12,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-13,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-14,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-15,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-18,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-19,"Ambulatorio",4,4,0,4,4,0,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-20,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-22,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-26,"Ambulatorio",2,1,0,2,1,1,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-29,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-01,"Hospitalizado",1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-02,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-12,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-16,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-17,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-02,"Ambulatorio",2,2,0,2,2,0,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-04,"Ambulatorio",5,3,0,5,3,2,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-05,"Ambulatorio",5,3,0,5,3,2,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-06,"Ambulatorio",8,4,0,8,4,4,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-07,"Ambulatorio",8,4,0,8,4,4,0,0,0,0,0,4,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-08,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-09,"Ambulatorio",1,1,0,1,1,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-10,"Ambulatorio",3,3,0,3,3,0,0,0,0,0,0,3,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-11,"Ambulatorio",4,2,0,4,2,2,0,0,0,0,0,2,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-12,"Ambulatorio",7,5,0,7,5,2,0,0,0,0,0,5,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-13,"Ambulatorio",10,9,0,10,9,1,0,0,0,0,0,9,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-13,"Hospitalizado",1,1,0,1,1,0,0,1,0,1,1,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-14,"Ambulatorio",8,8,0,8,8,0,0,0,0,0,0,8,0,0
