"","fecha_reporte","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
"157",2020-09-15,2966,2868,1668,1200,98,1668,853,815,239,110,129,1239,429,873,507,15,1406,24,5,18,1,571,138,1092,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,276,3,1022,88,355,148
"158",2020-09-16,2976,2868,1668,1200,108,1668,853,815,239,110,129,1239,429,874,507,15,1411,18,5,13,0,571,138,1092,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,276,3,1022,88,355,148
"159",2020-09-17,2977,2869,1668,1201,108,1668,853,815,239,110,129,1239,429,874,507,15,1415,14,5,9,0,571,138,1092,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,276,3,1022,88,355,148
"160",2020-09-18,2985,2870,1669,1201,115,1669,853,816,239,110,129,1239,430,876,508,15,1421,9,4,5,0,572,138,1092,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,276,3,1023,88,355,148
"161",2020-09-19,2992,2872,1671,1201,120,1671,854,817,240,110,130,1241,430,878,508,15,1428,3,0,3,0,574,139,1092,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,276,3,1024,89,356,148
"162",2020-09-20,2992,2892,1680,1212,100,1680,859,821,243,110,133,1250,430,882,509,15,1427,10,0,10,0,574,139,1101,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,277,3,1030,90,357,150
"163",2020-09-21,2992,2893,1681,1212,99,1681,859,822,244,110,134,1250,431,883,510,15,1427,11,0,10,1,575,140,1101,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,277,3,1030,90,358,151
"164",2020-09-22,3008,2894,1682,1212,114,1682,859,823,244,110,134,1251,431,883,510,15,1428,10,0,10,0,576,140,1101,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,278,3,1030,90,358,151
"165",2020-09-23,3029,2899,1685,1214,130,1685,859,826,246,110,136,1252,433,888,512,15,1428,12,0,11,1,578,141,1102,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,278,3,1031,90,360,153
"166",2020-09-24,3056,2903,1687,1216,153,1687,860,827,247,111,136,1253,434,890,513,15,1431,10,0,9,1,580,142,1102,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,278,3,1033,90,360,154
"167",2020-09-25,3068,2917,1692,1225,151,1692,861,831,248,111,137,1257,435,893,515,15,1433,12,1,10,1,580,143,1107,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,280,3,1035,91,361,154
"168",2020-09-26,3070,2923,1696,1227,147,1696,863,833,248,111,137,1260,436,894,517,15,1438,11,2,8,1,584,143,1107,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,281,3,1037,91,362,154
"169",2020-09-27,3071,2931,1699,1232,140,1699,864,835,248,111,137,1263,436,895,518,15,1439,13,2,10,1,584,143,1110,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,281,3,1039,91,363,154
"170",2020-09-28,3071,2942,1702,1240,129,1702,866,836,248,111,137,1266,436,895,518,15,1441,13,2,11,0,584,143,1113,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,281,3,1041,91,364,154
"171",2020-09-29,3087,2942,1702,1240,145,1702,866,836,248,111,137,1266,436,897,518,15,1441,13,2,11,0,584,143,1113,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,16,0,281,3,1041,91,364,154
"172",2020-09-30,3094,2958,1714,1244,136,1714,873,841,248,111,137,1276,438,900,520,15,1443,23,4,19,0,589,143,1119,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,16,0,286,3,1048,91,364,154
"173",2020-10-01,3111,2961,1716,1245,150,1716,874,842,248,111,137,1278,438,901,520,15,1447,21,3,18,0,590,143,1120,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,16,0,287,3,1048,91,365,154
"174",2020-10-02,3113,2974,1721,1253,139,1721,877,844,248,111,137,1282,439,903,521,15,1452,21,3,18,0,593,143,1122,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,16,0,289,3,1050,91,366,154
"175",2020-10-03,3118,3010,1732,1278,108,1732,882,850,248,111,137,1291,441,905,523,15,1464,20,2,18,0,602,143,1123,0,0,0,0,0,2,1,4,1,1,0,0,0,0,0,16,0,291,3,1056,91,369,154
"176",2020-10-04,3118,3020,1736,1284,98,1736,886,850,248,111,137,1293,443,907,525,15,1469,19,4,15,0,602,143,1127,0,0,0,0,0,2,1,4,1,1,0,0,0,0,0,16,0,292,3,1056,91,372,154
"177",2020-10-05,3119,3020,1736,1284,99,1736,886,850,248,111,137,1293,443,908,525,15,1475,13,4,9,0,602,143,1127,0,0,0,0,0,2,1,4,1,1,0,0,0,0,0,16,0,292,3,1056,91,372,154
"178",2020-10-06,3852,3037,1737,1300,815,1737,887,850,249,111,138,1293,444,992,532,15,1476,12,4,8,0,603,144,1127,0,0,0,0,0,2,1,4,1,1,0,0,0,0,0,16,0,292,3,1057,91,372,155
"179",2020-10-07,3857,3039,1739,1300,471,2007,1046,961,253,113,140,1557,450,998,538,18,1743,11,3,8,0,603,144,1394,0,0,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,361,3,1210,92,412,158
"180",2020-10-08,3872,3054,1746,1308,451,2014,1050,964,253,113,140,1564,450,1000,538,18,1746,15,3,12,0,610,144,1394,0,0,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,362,3,1216,92,412,158
"181",2020-10-09,3879,3073,1753,1320,439,2021,1052,969,253,113,140,1567,454,1006,543,18,1748,20,6,14,0,610,144,1400,0,1,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,362,3,1220,92,415,158
"182",2020-10-10,3886,3076,1753,1323,443,2021,1052,969,253,113,140,1566,455,1007,544,18,1752,16,4,12,0,610,144,1400,0,1,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,362,3,1220,92,415,158
"183",2020-10-11,3886,3078,1755,1323,441,2023,1053,970,253,113,140,1568,455,1007,544,18,1755,15,4,11,0,612,144,1400,0,1,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,362,3,1222,92,415,158
"184",2020-10-12,3887,3078,1755,1323,442,2023,1053,970,253,113,140,1568,455,1007,544,18,1757,13,4,9,0,612,144,1400,0,1,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,362,3,1222,92,415,158
"185",2020-10-13,3896,3085,1762,1323,444,2030,1056,974,253,113,140,1573,457,1010,546,18,1764,13,3,10,0,619,144,1400,0,1,0,0,0,3,1,4,1,3,1,0,0,0,0,24,0,363,3,1227,92,416,158
"186",2020-10-14,3899,3087,1763,1324,449,2029,1055,974,253,113,140,1574,455,1008,544,17,1766,10,0,10,0,619,144,1401,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,362,3,1226,92,416,158
"187",2020-10-15,3912,3112,1770,1342,436,2036,1058,978,254,113,141,1579,457,1015,547,17,1767,15,0,15,0,627,146,1400,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1228,92,418,159
"188",2020-10-16,3921,3117,1772,1345,440,2038,1060,978,255,113,142,1581,457,1017,547,17,1771,12,0,12,0,629,146,1400,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1230,93,418,159
"189",2020-10-17,3934,3118,1773,1345,453,2039,1061,978,255,113,142,1582,457,1017,547,17,1774,10,0,10,0,630,146,1400,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1231,93,418,159
"190",2020-10-18,3934,3120,1773,1347,451,2039,1061,978,255,113,142,1582,457,1017,547,17,1775,9,0,9,0,630,146,1400,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1231,93,418,159
"191",2020-10-19,3935,3121,1773,1348,451,2039,1061,978,256,114,142,1582,457,1017,547,17,1776,7,0,7,0,630,147,1400,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1231,94,418,159
"192",2020-10-20,3940,3126,1774,1352,451,2040,1062,978,256,114,142,1582,458,1020,549,17,1780,4,0,4,0,631,147,1400,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1231,94,419,159
"193",2020-10-21,3947,3146,1783,1363,438,2049,1066,983,257,115,142,1587,462,1027,553,17,1785,7,1,6,0,634,148,1406,0,1,0,0,0,2,1,4,1,2,1,0,0,0,0,25,0,365,3,1237,94,422,160
"194",2020-10-22,3977,3147,1783,1364,467,2049,1066,983,258,115,143,1587,462,1033,555,17,1786,5,1,4,0,634,148,1407,0,1,0,0,0,2,1,3,1,2,1,0,0,0,0,25,0,365,3,1237,94,422,161
"195",2020-10-23,3982,3149,1785,1364,470,2051,1068,983,259,116,143,1587,464,1035,557,17,1790,2,0,2,0,635,149,1408,0,1,0,0,0,2,1,3,1,2,1,0,0,0,0,25,0,365,3,1238,95,423,161
"196",2020-10-24,3999,3162,1790,1372,474,2056,1068,988,260,116,144,1592,464,1036,557,17,1790,6,0,6,0,640,149,1408,0,1,0,0,0,2,1,3,1,2,1,0,0,0,0,25,0,366,3,1242,95,423,162
